"X1","X2","cluster"
1.90723006937265,3.35245252069803,"Cluster 1"
-0.163131166748496,0.368778708698177,"Cluster 1"
1.58086682749689,2.23559392107101,"Cluster 1"
-0.158002190923599,-0.281451122025745,"Cluster 1"
2.52443160110847,1.19508087842479,"Cluster 1"
4.42973752352348,2.97263679059247,"Cluster 1"
-0.188957809930664,-0.444298064136916,"Cluster 1"
-2.19987399048957,-1.40427319052336,"Cluster 1"
-0.561618473005802,-1.07114802371935,"Cluster 1"
-0.531385286526958,-0.555527711225232,"Cluster 1"
-2.19426166752499,-1.47226458864063,"Cluster 1"
2.25443881224705,2.20811244586652,"Cluster 1"
-1.35643267808484,-1.613120316624,"Cluster 1"
0.359992728817945,-1.06878703329366,"Cluster 1"
-2.83668183747697,-1.92719206791867,"Cluster 1"
2.4460147374898,1.57795408310658,"Cluster 1"
1.32209072273086,1.76112749817675,"Cluster 1"
2.38479309250411,1.49850179455394,"Cluster 1"
-0.364169549991365,-1.10498571589433,"Cluster 1"
-0.689247693615879,-0.392593301557424,"Cluster 1"
-0.45886814593606,2.33828242073763,"Cluster 1"
-1.32121588049606,0.871514702774402,"Cluster 1"
5.22440178488076,3.27426608013072,"Cluster 1"
-2.99823915436588,-3.6213391174574,"Cluster 1"
0.57495036464947,1.43638295901584,"Cluster 1"
-1.22806316594063,-1.26886967861935,"Cluster 1"
-3.09259054020437,-1.37682232622487,"Cluster 1"
-0.863375102035556,-1.54615464302913,"Cluster 1"
-2.05167274059626,-0.532166025302214,"Cluster 1"
-0.3144844951778,-0.0990111984064388,"Cluster 1"
1.67901927257556,1.52009514586865,"Cluster 1"
-1.90880508336531,-2.72623677933342,"Cluster 1"
1.8056921822849,2.17906762549258,"Cluster 1"
0.28396972464126,-0.171564761709428,"Cluster 1"
1.93143345913044,2.19131209480441,"Cluster 1"
-0.807223475085059,-2.2367496174512,"Cluster 1"
0.368023161689698,1.13948616840321,"Cluster 1"
0.77488150095587,0.596166504583095,"Cluster 1"
-0.669950236806268,-0.0455522470216737,"Cluster 1"
0.476250747774717,1.24025065001767,"Cluster 1"
0.350952102066663,0.0686734904791956,"Cluster 1"
-0.724505066618463,-0.0529690454513637,"Cluster 1"
-0.259262565286345,1.86446476973019,"Cluster 1"
-0.97737304846977,1.62705911130159,"Cluster 1"
2.50298565582035,2.00898547177745,"Cluster 1"
4.69695387624739,3.53878167914392,"Cluster 1"
-4.31932401678206,-3.12211094246421,"Cluster 1"
2.00818725341206,0.485884093881661,"Cluster 1"
-0.31154888294959,0.653184771521242,"Cluster 1"
-2.28929987431619,-2.23212863533626,"Cluster 1"
0.999521012427025,-0.107316774144267,"Cluster 1"
-1.14138181706812,0.358328016867345,"Cluster 1"
0.101879765002776,-0.183967364405572,"Cluster 1"
-1.06191704909593,-1.80943113545254,"Cluster 1"
-3.83647634148105,-2.81203935648391,"Cluster 1"
2.96131890161151,3.24227212014944,"Cluster 1"
2.75445339018459,1.98558972293784,"Cluster 1"
-5.49184897855026,-5.11533312269632,"Cluster 1"
0.650440094473652,1.07309055609423,"Cluster 1"
-4.81303618098327,-3.76676107671499,"Cluster 1"
-0.450060087333922,-0.830919722046923,"Cluster 1"
-0.419488043425235,0.621033001599042,"Cluster 1"
-1.19266835842935,-1.64981167041599,"Cluster 1"
-0.326310418904287,0.249519513220191,"Cluster 1"
2.01218526211048,0.337116081756358,"Cluster 1"
-2.01756760948676,-3.07254895262982,"Cluster 1"
-1.48531740311277,-1.07834859322426,"Cluster 1"
-2.02139183719553,-0.394701998919275,"Cluster 1"
-0.905990156857616,-1.29519371947213,"Cluster 1"
-1.81207178805544,-1.78345964944258,"Cluster 1"
4.09461212312115,2.44777093632033,"Cluster 1"
-1.71916081733538,-1.1547560694636,"Cluster 1"
0.446119570525699,-0.234240541989876,"Cluster 1"
-0.922817674933035,-0.166345380418988,"Cluster 1"
3.35253426997633,3.44227555990881,"Cluster 1"
1.33306191471261,0.65368728928387,"Cluster 1"
1.57039123063868,1.55769116754969,"Cluster 1"
-2.548269323184,-2.68092120280049,"Cluster 1"
-1.28812609541942,-1.04859459468433,"Cluster 1"
0.654768267552146,1.32132681557123,"Cluster 1"
0.790114896902031,0.980503497397784,"Cluster 1"
-2.04570787851832,-2.88364628800533,"Cluster 1"
-0.12403028083051,-1.14496357202422,"Cluster 1"
-3.34015395793746,-2.47155368295908,"Cluster 1"
5.70309575581475,3.65934920547668,"Cluster 2"
6.68329609836486,3.64073726583323,"Cluster 2"
5.59360057790017,3.20881967957963,"Cluster 2"
5.02848777348015,3.56669654761927,"Cluster 2"
5.19195898392905,4.24660390467243,"Cluster 2"
1.30834601049347,3.81295567323736,"Cluster 2"
6.90102825272313,4.55204398653578,"Cluster 2"
3.57547776881648,4.37378668493612,"Cluster 2"
6.34217614971666,4.00868783956676,"Cluster 2"
7.42409427065612,4.36592661748605,"Cluster 2"
5.49559838237656,3.95338734182889,"Cluster 2"
6.30870487782922,3.77112703040901,"Cluster 2"
5.28406062279525,4.17392449831167,"Cluster 2"
7.66711290031603,4.86935038274406,"Cluster 2"
11.395393787207,4.46759193806618,"Cluster 2"
1.95120768863381,3.48785642380625,"Cluster 2"
3.63315085472251,4.65676746370284,"Cluster 2"
4.89830074822919,3.56421609786504,"Cluster 2"
11.5471312988076,3.99407575874889,"Cluster 2"
4.90515879083435,4.60806935301694,"Cluster 2"
8.37814574572129,4.53689094027499,"Cluster 2"
7.50753030814442,4.02543005840314,"Cluster 2"
4.79534249897863,3.51690930160417,"Cluster 2"
10.4145569700752,3.63888911445447,"Cluster 2"
3.82429281661723,3.9091171688293,"Cluster 2"
6.57595105764297,4.59147585294245,"Cluster 2"
4.08385192072249,4.30081435168316,"Cluster 2"
7.0495098312904,3.39066302344603,"Cluster 2"
6.18076354187837,4.37437206994204,"Cluster 2"
8.01566778972304,2.9733864796069,"Cluster 2"
4.2954797695676,4.05858231123325,"Cluster 2"
5.69861500860321,3.69502618102277,"Cluster 2"
10.0934175638389,4.04830369047415,"Cluster 2"
1.71828217704257,3.74049051273659,"Cluster 2"
4.89533400942957,4.0941009076152,"Cluster 2"
1.53946727010775,4.17956662188215,"Cluster 2"
0.347922719546514,4.05660529727043,"Cluster 2"
3.94984002928891,4.54032868158352,"Cluster 2"
2.31670090829652,3.84415961296521,"Cluster 2"
-0.0810490984357095,3.85434296859736,"Cluster 2"
6.51750624867893,3.71201659523582,"Cluster 2"
5.15661103945887,4.12636212182195,"Cluster 2"
9.88009169252827,4.76054906063499,"Cluster 2"
3.86890947424584,3.44265045532225,"Cluster 2"
8.65340351320726,4.57561050173542,"Cluster 2"
7.58675577666887,3.3605730707551,"Cluster 2"
6.91709963362792,3.48287314346917,"Cluster 2"
9.30727678835047,4.42857963048138,"Cluster 2"
8.28189923143056,4.24112733436463,"Cluster 2"
4.19801151187817,3.65607484368848,"Cluster 2"
3.65334826504067,4.12794517799606,"Cluster 2"
7.60952853880191,4.2011756554083,"Cluster 2"
6.79204762146848,4.47372531943566,"Cluster 2"
4.41959076827709,4.12783353085674,"Cluster 2"
6.68714180957977,4.37458932922036,"Cluster 2"
8.45199522528389,4.36313784757176,"Cluster 2"
7.83011766836313,4.61652652202544,"Cluster 2"
6.30603066470139,4.4338164335691,"Cluster 2"
3.02301179805685,3.84261846569199,"Cluster 2"
2.54843163317128,5.05686036734879,"Cluster 2"
8.60948275551351,4.63196297607344,"Cluster 2"
4.38707901915101,4.03650070844894,"Cluster 2"
7.0859351759764,3.07207433566409,"Cluster 2"
4.99395797066082,4.1076299260122,"Cluster 2"
2.91631010636674,3.77723977791275,"Cluster 2"
8.26766292261767,3.33321508955816,"Cluster 2"
6.64256885082748,4.06401988339874,"Cluster 2"
0.37099700590171,3.61208130785584,"Cluster 2"
4.47725572574911,3.63516383935982,"Cluster 2"
4.90686957680004,4.06662939566914,"Cluster 2"
7.168582177138,3.67792538251631,"Cluster 2"
9.27166444180609,4.28061196508328,"Cluster 2"
3.80882089320484,3.31397821848318,"Cluster 2"
7.32830305951314,4.39441870344581,"Cluster 2"
5.53384802198966,4.00402238074173,"Cluster 2"
5.66429858074261,4.60012559462666,"Cluster 2"
8.93629712520249,4.41091824252022,"Cluster 2"
9.75089905015703,3.78113053996263,"Cluster 2"
13.3491376698592,3.9138537215519,"Cluster 2"
9.20420319800796,3.98231917346726,"Cluster 2"
3.80989120534128,4.21705407152679,"Cluster 2"
12.5029136899817,3.89447375035943,"Cluster 2"
5.62874984691857,4.00559017829573,"Cluster 2"
6.94006396390953,3.83617043292914,"Cluster 2"
2.95319629947789,-5.18997490653346,"Cluster 3"
8.34428904529132,-2.10531875827922,"Cluster 3"
7.45095374011585,-2.49371102817299,"Cluster 3"
2.63019884581249,-4.2786757024735,"Cluster 3"
3.49642784681265,-3.91594903368352,"Cluster 3"
6.67576224701643,-2.4183250346287,"Cluster 3"
4.40020664711542,-2.90647029939978,"Cluster 3"
2.84914330295047,-4.48597934288304,"Cluster 3"
8.85193020156536,-1.19908837034189,"Cluster 3"
5.89508794904556,-2.22909939407713,"Cluster 3"
7.77769653777851,-1.94608828322644,"Cluster 3"
6.15410319263063,-3.63524595326435,"Cluster 3"
3.90962699100218,-3.91353942439611,"Cluster 3"
4.48415670299342,-3.43918378355451,"Cluster 3"
5.45117329699723,-4.03019245913484,"Cluster 3"
1.12078960094226,-5.6375262953378,"Cluster 3"
8.35402267392942,-2.42850593653305,"Cluster 3"
3.52111750476683,-5.49708362117303,"Cluster 3"
5.67687037501182,-4.22522492767473,"Cluster 3"
9.09216747025753,-3.52184352504289,"Cluster 3"
4.52265245643215,-4.12440655293186,"Cluster 3"
-0.312432124897084,-6.85756905924252,"Cluster 3"
6.95613885692935,-3.08301302909438,"Cluster 3"
7.74989684869556,-4.15148450248166,"Cluster 3"
8.62910150054025,-3.18046689046087,"Cluster 3"
6.81095759017102,-2.99120103082698,"Cluster 3"
7.62373595811442,-2.71521950005931,"Cluster 3"
4.43004275641382,-4.84917001838103,"Cluster 3"
7.03256290847081,-2.67566008337501,"Cluster 3"
4.96268326243819,-3.22353805818698,"Cluster 3"
3.88131612966213,-3.67715521194974,"Cluster 3"
4.25911286378162,-5.28995018514516,"Cluster 3"
2.54046932410294,-4.78678082121446,"Cluster 3"
7.0910559289905,-3.06269887355365,"Cluster 3"
1.71795929357531,-6.03520948487198,"Cluster 3"
6.94847323705677,-1.84794818781138,"Cluster 3"
6.89807677414946,-3.27911735530832,"Cluster 3"
4.95257648802223,-3.46979177300506,"Cluster 3"
8.32495490462047,-2.50928718694287,"Cluster 3"
5.61986337102639,-3.48829441051711,"Cluster 3"
2.90182839066899,-5.18995715847365,"Cluster 3"
3.08265113865687,-4.85294603445248,"Cluster 3"
4.62080327583169,-2.0645250053027,"Cluster 3"
8.95696817306207,-1.18939937484897,"Cluster 3"
1.87554167770961,-5.81935226563144,"Cluster 3"
4.55995673456066,-3.43152659924453,"Cluster 3"
6.9787840922449,-3.31307624292692,"Cluster 3"
2.76381447907141,-5.78803601955515,"Cluster 3"
6.0099756902194,-3.80798193544888,"Cluster 3"
8.91561295455978,-2.87025199557143,"Cluster 3"
6.94372045411014,-3.62140397660792,"Cluster 3"
1.72420571958938,-4.20302841026313,"Cluster 3"
7.11946291299944,-2.68306279548984,"Cluster 3"
6.93528806690158,-3.03109501727201,"Cluster 3"
3.94399783230652,-4.21977607751243,"Cluster 3"
6.41178855329074,-4.60083164834916,"Cluster 3"
6.28641746645284,-4.23103015851161,"Cluster 3"
2.37371643899491,-3.57277275324285,"Cluster 3"
5.76393723964435,-3.80790940289779,"Cluster 3"
7.76966987597425,-3.89063705330282,"Cluster 3"
8.609636276461,-2.33668252217632,"Cluster 3"
6.30360273078233,-2.15410422770743,"Cluster 3"
3.49557325861487,-4.13136616160882,"Cluster 3"
7.30051864642123,-1.78734159901563,"Cluster 3"
5.17329023666685,-4.25329641468816,"Cluster 3"
7.03015146000129,-3.69235710049295,"Cluster 3"
5.56490233428728,-3.92593553011474,"Cluster 3"
3.55618938042751,-4.83093966889983,"Cluster 3"
7.21610963232609,-2.34477537267152,"Cluster 3"
5.68454423639136,-2.82087974719774,"Cluster 3"
3.41960459771966,-4.23578579793079,"Cluster 3"
4.81554494087223,-3.07964370177931,"Cluster 3"
3.81728461332376,-5.19138346698867,"Cluster 3"
4.88639116468021,-5.53187831399438,"Cluster 3"
4.24938484739939,-4.41124870194636,"Cluster 3"
7.3770889684629,-2.34924733865459,"Cluster 3"
5.20251958214153,-4.34335524708835,"Cluster 3"
4.91158588601448,-4.79436157717425,"Cluster 3"
7.24487587571806,-2.60088865464361,"Cluster 3"
6.83413076851424,-3.25043775013812,"Cluster 3"
5.83427452435507,-3.40679957983215,"Cluster 3"
6.59773858078263,-3.84492941573556,"Cluster 3"
4.15557895442651,-4.71118903817354,"Cluster 3"
5.8058235233461,-2.96778654570329,"Cluster 3"
