"X1","X2"
2.48723336745188,2.66778158285054
-0.940962735014692,1.28697808979799
0.812160431358566,3.14302139763253
-0.175876490695041,-0.260351218579664
2.27620639315741,1.48810091208334
3.78028624750837,3.7392883177615
0.270247495689144,-0.986371752863269
-2.42566282056143,-1.13773841295788
-0.710852526787209,-0.89498312965811
-0.112828132119568,-1.04961786622938
-2.65721064442378,-0.925771644137527
2.53486504745285,1.87708037399514
-1.13656399972858,-1.87266658939866
-0.533527423973285,-0.0140218569176476
-2.96383822517278,-1.77708898487533
2.37383590362928,1.66315833976457
1.8666727522656,1.11826996593302
1.86999106211527,2.1062052164472
-0.910128759831679,-0.460502476806299
-0.373133731686306,-0.76575332236724
0.404527077204261,1.3190785315215
-0.0239981534305254,-0.659799482375332
4.39710723291745,4.25085455582498
-2.85717937428018,-3.78785460494458
1.71558656265088,0.0899070716981338
-1.42950853698896,-1.03107139095883
-3.12942194135182,-1.33334431489395
-1.0049528585762,-1.37902770483751
-1.33443312741242,-1.37883900155289
0.271573092972391,-0.790828986064292
1.57848640333076,1.63877021909372
-2.15396134392397,-2.43683951660793
1.82246995131961,2.1592621331824
-0.216317522030229,0.419004532475719
2.43978540753836,1.59122273940645
-1.68526151446772,-1.20026046319853
1.03380799361201,0.353553524939836
0.72414705982834,0.656056504352043
-0.790622775895164,0.09689690936079
0.735489854742857,0.934229144480682
0.805701493989196,-0.468140168484941
0.0649419858672542,-0.984880045951399
0.592050578541289,0.859523296954734
0.286492551095141,0.13511579264638
2.32595463224412,2.21796358852512
4.55250582378995,3.70929688806394
-3.88091057499642,-3.63964065884061
1.55320248176936,1.02297560928953
0.979183400660534,-0.870473604312097
-2.59472581936205,-1.87158539544429
0.962264618213728,-0.0633370753196069
-0.548933940659113,-0.341033253163401
-0.285909420368743,0.273802420895139
-1.42051482116373,-1.38612065821083
-3.67565070805587,-3.0018876515398
3.45109849575853,2.66410669389458
2.28500811625835,2.53975128896956
-6.6843979627863,-3.70757624584761
