"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.110914711418576,38.1680000000051," ",1,0.5
3,0.000321207313526529,37.6529999999912,"BEST",1,0.5
4,0.079052051042688,40.9619999999995," ",1,0.5
5,0.116339259399763,34.7800000000279," ",1,0.5
2,0.117347764670404,36.6130000000121," ",2,0.5
3,0.00032990846037996,37.5320000000065,"BEST",2,0.5
4,0.0794790810214575,33.9000000000233," ",2,0.5
5,0.116319066991289,33.0359999999637," ",2,0.5
2,0.123638834546164,35.5100000000093," ",3,0.5
3,0.000341716188453522,36.9710000000196,"BEST",3,0.5
4,0.0785027906446315,34.2860000000219," ",3,0.5
5,0.118076334160665,32.6089999999967," ",3,0.5
2,0.127063902025148,35.7649999999558," ",4,0.5
3,0.000340759139144957,36.3319999999949,"BEST",4,0.5
4,0.0787440383080935,34.9049999999697," ",4,0.5
5,0.115576177607758,32.2519999999786," ",4,0.5
2,0.123968914086734,36.8030000000144," ",5,0.5
3,0.000352244140258705,36.8090000000084,"BEST",5,0.5
4,0.0782444491668211,34.1330000000307," ",5,0.5
5,0.109860740209509,31.6460000000079," ",5,0.5
2,0.124977793064504,36.0559999999823," ",6,0.5
3,0.000352190548989014,39.6570000000065,"BEST",6,0.5
4,0.078827415577141,33.8389999999781," ",6,0.5
5,0.113660561638469,32.2289999999921," ",6,0.5
2,0.116048146330613,37.0679999999702," ",7,0.5
3,0.000353940169891645,37.6830000000191,"BEST",7,0.5
4,0.0792918082997662,35.085000000021," ",7,0.5
5,0.110015746107236,31.8699999999953," ",7,0.5
2,0.128774041213005,40.2380000000121," ",8,0.5
3,0.000354187179272174,38.0200000000186,"BEST",8,0.5
4,0.077487046875348,34.664999999979," ",8,0.5
5,0.113543988074156,33.524000000034," ",8,0.5
2,0.139662112985334,36.2660000000033," ",9,0.5
3,0.000245021302918431,39.3620000000228,"BEST",9,0.5
4,0.0769355832488348,33.8989999999758," ",9,0.5
5,0.117071460682578,32.1919999999809," ",9,0.5
2,0.140068059725855,36.7729999999865," ",10,0.5
3,0.00025315454216793,40.5,"BEST",10,0.5
4,0.0770776925902045,41.9020000000019," ",10,0.5
5,0.119431792494577,31.9130000000005," ",10,0.5
2,0.137215073667465,37.4280000000144," ",11,0.5
3,0.000252552886498744,37.3150000000023,"BEST",11,0.5
4,0.0757168967075504,34.9980000000214," ",11,0.5
5,0.123172605897508,33.2509999999893," ",11,0.5
2,0.129575908140817,38.1620000000112," ",12,0.5
3,0.000265860503468826,37.1190000000061,"BEST",12,0.5
4,0.0738947479267482,34.9500000000116," ",12,0.5
5,0.118047822877312,33.9519999999902," ",12,0.5
2,0.133241006553244,35.9010000000126," ",13,0.5
3,0.000265842883947676,40.8489999999874,"BEST",13,0.5
4,0.0747897863206701,34.8710000000428," ",13,0.5
5,0.123577784134814,33.1489999999758," ",13,0.5
2,0.134905608320726,36.3880000000354," ",14,0.5
3,0.00016164483407141,39.9340000000084,"BEST",14,0.5
4,0.0740299390145552,34.1300000000047," ",14,0.5
5,0.127245286423281,36.9469999999856," ",14,0.5
2,0.135126267670251,38.9060000000172," ",15,0.5
3,0.000157846958803709,38.6179999999586,"BEST",15,0.5
4,0.0742873433208663,36.4969999999739," ",15,0.5
5,0.1256084355045,33.8679999999586," ",15,0.5
2,0.13756707850955,36.4709999999614," ",16,0.5
3,0.00015769425030372,36.9430000000284,"BEST",16,0.5
4,0.0735700651082529,34.8470000000088," ",16,0.5
5,0.130097409560453,31.2729999999865," ",16,0.5
2,0.141183817445055,35.8679999999586," ",17,0.5
3,0.000146804510653488,36.6329999999725,"BEST",17,0.5
4,0.0722502336457364,35.9960000000428," ",17,0.5
5,0.130822504386737,38.7859999999637," ",17,0.5
2,0.138757228898694,49.0899999999674," ",18,0.5
3,0.000146662894818451,43.7320000000182,"BEST",18,0.5
4,0.073224369481107,35.2150000000256," ",18,0.5
5,0.132218853809366,32.1489999999758," ",18,0.5
2,0.146608662635474,36.3180000000284," ",19,0.5
3,0.000146143118643699,37.4899999999907,"BEST",19,0.5
4,0.0730429024157497,35.2260000000242," ",19,0.5
5,0.134093176341349,32.9880000000121," ",19,0.5
2,0.149205261055281,37.560999999987," ",20,0.5
3,0.000157022266246635,37.5920000000042,"BEST",20,0.5
4,0.0731676028404429,34.0010000000475," ",20,0.5
5,0.134160676053502,31.7999999999884," ",20,0.5
2,0.150051379943232,36.7310000000289," ",21,0.5
3,2.72423699561874e-05,36.6819999999716,"BEST",21,0.5
4,0.0730859975817793,34.4279999999562," ",21,0.5
5,0.133364352381739,33.4820000000182," ",21,0.5
2,0.147823585680731,39.9440000000177," ",22,0.5
3,2.71700707873667e-05,37.7310000000289,"BEST",22,0.5
4,0.0732633793107935,35.2050000000163," ",22,0.5
5,0.133092285197834,32.4070000000065," ",22,0.5
2,0.146671615553201,38.0409999999683," ",23,0.5
3,9.85817251207369e-05,38.1300000000047,"BEST",23,0.5
4,0.0735356989049141,38.420999999973," ",23,0.5
5,0.131654730167472,39.8980000000447," ",23,0.5
2,0.146472959711121,47.1730000000098," ",24,0.5
3,2.67935224417965e-05,42.5179999999818,"BEST",24,0.5
4,0.0729493829411738,37.9809999999707," ",24,0.5
5,0.127531384524847,34.8500000000349," ",24,0.5
2,0.147934790304667,83.2689999999711," ",25,0.5
3,2.69461091360601e-05,51.6390000000247,"BEST",25,0.5
4,0.0740913398259544,37.4280000000144," ",25,0.5
5,0.125670094203387,32.6160000000382," ",25,0.5
