"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.19672149323361,3.97000000000116," ",1,0.5
3,0.00583184648875737,3.74700000000303,"BEST",1,0.5
4,0.0886550802502061,3.67499999998836," ",1,0.5
5,0.113280955990272,4.2390000000014," ",1,0.5
2,0.217281273140708,3.63899999999558," ",2,0.5
3,0.00587537288668674,3.5229999999865,"BEST",2,0.5
4,0.0880188094131065,3.54800000000978," ",2,0.5
5,0.10640928093222,3.50499999997555," ",2,0.5
2,0.182908955428464,3.58300000001327," ",3,0.5
3,0.00585492528324439,3.52499999999418,"BEST",3,0.5
4,0.0867606617297464,3.58499999999185," ",3,0.5
5,0.102617193272775,3.5559999999823," ",3,0.5
2,0.217448088106688,3.375," ",4,0.5
3,0.00588391528365413,3.41499999997905,"BEST",4,0.5
4,0.0881162763085067,3.375," ",4,0.5
5,0.104105410245589,3.70699999999488," ",4,0.5
2,0.252491128027393,3.80499999999302," ",5,0.5
3,0.00182964750179083,3.41799999997602,"BEST",5,0.5
4,0.0889820807348125,3.39999999999418," ",5,0.5
5,0.107105222843534,3.35000000000582," ",5,0.5
2,0.286718257776934,3.36300000001211," ",6,0.5
3,0.00182925567128045,3.38000000000466,"BEST",6,0.5
4,0.0891139648579927,3.38999999998487," ",6,0.5
5,0.111804060111514,3.3520000000135," ",6,0.5
2,0.283934905939272,3.5230000000156," ",7,0.5
3,0.0018212079755479,3.3519999999844,"BEST",7,0.5
4,0.088845624971869,3.34599999999045," ",7,0.5
5,0.112375272543087,3.60700000001816," ",7,0.5
2,0.259477304156645,3.46799999999348," ",8,0.5
3,0.00182734851995371,3.34200000000419,"BEST",8,0.5
4,0.0888412136739508,3.3410000000149," ",8,0.5
5,0.112676274232369,3.4320000000007," ",8,0.5
2,0.2599859672001,3.54800000000978," ",9,0.5
3,0.00183994806972876,3.37200000000303,"BEST",9,0.5
4,0.0901367185211192,3.41300000000047," ",9,0.5
5,0.108986851997899,3.31399999998393," ",9,0.5
2,0.259057147612638,3.37800000002608," ",10,0.5
3,0.00183342880432514,3.35399999999208,"BEST",10,0.5
4,0.0936946644156409,3.47499999997672," ",10,0.5
5,0.105480432332548,4.92199999999139," ",10,0.5
2,0.258026569832412,5.21700000000419," ",11,0.5
3,0,4.55899999997928,"BEST",11,0.5
4,0.0929348762606188,3.9770000000135," ",11,0.5
5,0.110594876381137,3.91200000001118," ",11,0.5
2,0.260137869735969,3.54300000000512," ",12,0.5
3,0,3.49100000000908,"BEST",12,0.5
4,0.091931145009327,3.43799999999464," ",12,0.5
5,0.110487900757282,3.33699999999953," ",12,0.5
2,0.226780557405964,3.40799999999581," ",13,0.5
3,0,3.34899999998743,"BEST",13,0.5
4,0.0885969775567026,3.34699999997974," ",13,0.5
5,0.111403384248516,3.35899999999674," ",13,0.5
2,0.228341256389849,3.36599999997998," ",14,0.5
3,0,3.36199999999371,"BEST",14,0.5
4,0.0837719169264852,3.36699999999837," ",14,0.5
5,0.110823957801366,3.39600000000792," ",14,0.5
2,0.255612560181711,3.36600000000908," ",15,0.5
3,0,3.42300000000978,"BEST",15,0.5
4,0.0839466612718119,3.36100000000442," ",15,0.5
5,0.108397587266384,3.34500000000116," ",15,0.5
2,0.256909345311887,3.39699999999721," ",16,0.5
3,0,3.66500000000815,"BEST",16,0.5
4,0.0818267125649849,3.37299999999232," ",16,0.5
5,0.10422245454964,3.40499999999884," ",16,0.5
2,0.255199958702186,3.34500000000116," ",17,0.5
3,0,3.36900000000605,"BEST",17,0.5
4,0.0781751741004529,3.50699999998324," ",17,0.5
5,0.104712779140277,3.6699999999837," ",17,0.5
2,0.288083446100906,3.38099999999395," ",18,0.5
3,0,3.45800000001327,"BEST",18,0.5
4,0.0715106507695526,3.38000000000466," ",18,0.5
5,0.104032180904371,3.36100000000442," ",18,0.5
2,0.288571659432407,3.39000000001397," ",19,0.5
3,0,3.51900000000023,"BEST",19,0.5
4,0.0723320461366706,3.49199999999837," ",19,0.5
5,0.105628585264242,3.75500000000466," ",19,0.5
2,0.287788152706037,3.36100000000442," ",20,0.5
3,0,3.37600000001839,"BEST",20,0.5
4,0.0789534046358343,3.59799999999814," ",20,0.5
5,0.107844689853983,3.38899999999558," ",20,0.5
2,0.286895124676054,3.38300000000163," ",21,0.5
3,0,3.42899999997462,"BEST",21,0.5
4,0.0825698543598537,3.36199999999371," ",21,0.5
5,0.109995587620229,3.3640000000014," ",21,0.5
2,0.253157611464081,3.40399999998044," ",22,0.5
3,0,3.38200000001234,"BEST",22,0.5
4,0.0804101691096894,3.37100000001374," ",22,0.5
5,0.111562865558076,3.44800000000396," ",22,0.5
2,0.218570802776428,3.38900000002468," ",23,0.5
3,0,3.36499999999069,"BEST",23,0.5
4,0.0822635961575187,3.41599999999744," ",23,0.5
5,0.112966786899772,3.40200000000186," ",23,0.5
2,0.182965183946414,3.35099999999511," ",24,0.5
3,0,3.47500000000582,"BEST",24,0.5
4,0.0817081500177674,3.35900000002584," ",24,0.5
5,0.11145431209009,3.35699999998906," ",24,0.5
2,0.182274305761969,3.62299999999232," ",25,0.5
3,0,3.38999999998487,"BEST",25,0.5
4,0.0786781699953143,3.35799999997835," ",25,0.5
5,0.107491310237795,3.52999999999884," ",25,0.5
