"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.325180883068164,9.33199999999488," ",1,0.5
3,0.176143108422069,9.30299999998533," ",1,0.5
4,0.00488194200194302,8.33799999998882,"BEST",1,0.5
5,0.0547979179576521,8.16700000001583," ",1,0.5
2,0.32493956726093,9.83299999998417," ",2,0.5
3,0.175432702132483,9.06500000000233," ",2,0.5
4,0.00489566563677842,8.33199999999488,"BEST",2,0.5
5,0.0525260108875559,7.88300000000163," ",2,0.5
2,0.279800401585926,9.21799999999348," ",3,0.5
3,0.176091648992199,9.45499999998719," ",3,0.5
4,0.00474219848758893,8.49299999998766,"BEST",3,0.5
5,0.0528052786651519,8.02199999999721," ",3,0.5
2,0.234126071795693,8.68400000000838," ",4,0.5
3,0.176321128653823,8.89099999997416," ",4,0.5
4,0.00444945611039429,8.10499999998137,"BEST",4,0.5
5,0.0547372798508418,7.66099999999278," ",4,0.5
2,0.192095131314567,8.80300000001444," ",5,0.5
3,0.176883660164291,8.53600000002189," ",5,0.5
4,0.00432204515460639,8.15100000001257,"BEST",5,0.5
5,0.0532719712206942,7.84700000000885," ",5,0.5
2,0.19158165147211,8.54800000000978," ",6,0.5
3,0.178366481307123,8.31200000000536," ",6,0.5
4,0.00412134149607778,7.99700000000303,"BEST",6,0.5
5,0.0522855110989957,7.90300000002026," ",6,0.5
2,0.191576771045144,8.387000000017," ",7,0.5
3,0.178423285962927,8.28099999998813," ",7,0.5
4,0.00369286678636058,8.09400000001187,"BEST",7,0.5
5,0.0507555451479942,7.51800000001094," ",7,0.5
2,0.191673918973281,8.5570000000007," ",8,0.5
3,0.183551583398254,9.06700000001001," ",8,0.5
4,0.0031764490694946,8.48099999999977,"BEST",8,0.5
5,0.05106153809753,7.63200000001234," ",8,0.5
2,0.233375166394222,8.50700000001234," ",9,0.5
3,0.186449727126706,8.57000000000698," ",9,0.5
4,0.00344521775962406,8.00400000001537,"BEST",9,0.5
5,0.0503227283551212,7.88500000000931," ",9,0.5
2,0.233223440352569,8.9769999999844," ",10,0.5
3,0.18549059727968,8.45999999999185," ",10,0.5
4,0.00389062672197127,8.02899999998044,"BEST",10,0.5
5,0.0511512622832229,7.66199999998207," ",10,0.5
2,0.233300697054451,8.75299999999697," ",11,0.5
3,0.178376872724767,8.33800000001793," ",11,0.5
4,0.00405737688748933,8.10599999999977,"BEST",11,0.5
5,0.0508528155274171,8.00199999997858," ",11,0.5
2,0.23195590416131,8.47500000000582," ",12,0.5
3,0.182168129676812,8.76399999999558," ",12,0.5
4,0.00408630115097136,7.87400000001071,"BEST",12,0.5
5,0.0509141170417482,7.57300000000396," ",12,0.5
2,0.232032910340773,8.4199999999837," ",13,0.5
3,0.178992669354725,8.50800000000163," ",13,0.5
4,0.00390561940189163,8.00299999999697,"BEST",13,0.5
5,0.051425097406323,7.54300000000512," ",13,0.5
2,0.277497528943456,8.6820000000007," ",14,0.5
3,0.172904723235054,8.38000000000466," ",14,0.5
4,0.00391587123908487,8.06299999999464,"BEST",14,0.5
5,0.0524986400151503,7.84200000000419," ",14,0.5
2,0.324434513399369,8.487999999983," ",15,0.5
3,0.178294268292015,8.29199999998673," ",15,0.5
4,0.00446074533576901,8.30600000001141,"BEST",15,0.5
5,0.0521522375802976,8.38400000002002," ",15,0.5
2,0.324607348214245,9.74400000000605," ",16,0.5
3,0.177250709422932,9.09700000000885," ",16,0.5
4,0.00436593711167831,8.45200000001932,"BEST",16,0.5
5,0.0523368888209358,8.39100000000326," ",16,0.5
2,0.278699516640953,8.96899999998277," ",17,0.5
3,0.184403172260751,9.25800000000163," ",17,0.5
4,0.00445287546501652,8.38800000000629,"BEST",17,0.5
5,0.0538314167341242,7.9320000000007," ",17,0.5
2,0.325300891890466,8.90699999997742," ",18,0.5
3,0.183913302829289,8.73300000000745," ",18,0.5
4,0.00437199616609626,8.09900000001653,"BEST",18,0.5
5,0.0529837769990962,7.65799999999581," ",18,0.5
2,0.369494635516595,8.49599999998463," ",19,0.5
3,0.182200336541237,8.94200000001001," ",19,0.5
4,0.0060265149064866,8.05199999999604,"BEST",19,0.5
5,0.051979926458381,7.69800000000396," ",19,0.5
2,0.369499691710018,8.52000000001863," ",20,0.5
3,0.183716334255916,8.73500000001513," ",20,0.5
4,0.00590589182182728,7.96700000000419,"BEST",20,0.5
5,0.0533928907294636,7.6710000000021," ",20,0.5
2,0.369270376495542,8.81599999999162," ",21,0.5
3,0.17807633661647,8.40399999998044," ",21,0.5
4,0.00507617366738102,7.9890000000014,"BEST",21,0.5
5,0.0536390198092343,8.26700000002165," ",21,0.5
2,0.402198993679536,8.57199999998556," ",22,0.5
3,0.172924378833868,8.34500000000116," ",22,0.5
4,0.00582085183344145,8.30099999997765,"BEST",22,0.5
5,0.0524117266197866,7.75299999999697," ",22,0.5
2,0.367303221946097,8.55499999999302," ",23,0.5
3,0.163314433274845,8.72100000001956," ",23,0.5
4,0.00551721896737868,8.20600000000559,"BEST",23,0.5
5,0.0521894111943442,7.84600000001956," ",23,0.5
2,0.324759410603344,8.84000000002561," ",24,0.5
3,0.148875571276816,8.40400000000955," ",24,0.5
4,0.00471955004154324,7.98300000000745,"BEST",24,0.5
5,0.0501905855557027,7.94899999999325," ",24,0.5
2,0.368145015596806,8.46199999999953," ",25,0.5
3,0.159620369064576,8.36900000000605," ",25,0.5
4,0.00474525438808737,8.34600000001956,"BEST",25,0.5
5,0.0504160662743666,7.91699999998673," ",25,0.5
