"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.264198636651,8.85500000000002," ",1,0.5
3,0.0104140487284346,8.494,"BEST",1,0.5
4,0.0804693120166739,8.11200000000002," ",1,0.5
5,0.130735538247239,7.60500000000002," ",1,0.5
2,0.243676537488982,8.499," ",2,0.5
3,0.000270512400375126,8.43699999999998,"BEST",2,0.5
4,0.0710645053614056,8.03599999999994," ",2,0.5
5,0.140816150040728,8.149," ",2,0.5
2,0.0178619751921489,8.51499999999999," ",3,0.5
3,0.00194981790791969,8.80599999999998,"BEST",3,0.5
4,0.0741116718330813,8.416," ",3,0.5
5,0.141935475096226,7.65699999999998," ",3,0.5
2,0.266207602749393,8.53399999999999," ",4,0.5
3,0.00443922432841892,8.48000000000002,"BEST",4,0.5
4,0.0685992725237237,8.03699999999998," ",4,0.5
5,0.138221206786701,7.60200000000003," ",4,0.5
2,0.176281369199385,8.83999999999997," ",5,0.5
3,0.00283559170208253,8.41899999999998,"BEST",5,0.5
4,0.0721411993245512,7.923," ",5,0.5
5,0.134459410640897,7.63," ",5,0.5
2,0.103123866069705,8.44," ",6,0.5
3,0,8.322,"BEST",6,0.5
4,0.0838971831314098,8.113," ",6,0.5
5,0.121658100185034,7.74000000000001," ",6,0.5
2,0.256592712125124,8.56600000000003," ",7,0.5
3,0.0126712962382907,10.496,"BEST",7,0.5
4,0.0865529451612668,8.13," ",7,0.5
5,0.0986726482134694,7.64999999999998," ",7,0.5
2,0.178242778945305,8.363," ",8,0.5
3,0.00489902006204229,8.63299999999998,"BEST",8,0.5
4,0.0864321947771461,8.11400000000003," ",8,0.5
5,0.129570144750708,7.64099999999996," ",8,0.5
2,0.186273429290451,8.47500000000002," ",9,0.5
3,0.00443685712816687,8.35499999999996,"BEST",9,0.5
4,0.0769130304618468,7.99899999999997," ",9,0.5
5,0.113338939464932,7.41399999999999," ",9,0.5
2,0.178567442739377,8.25400000000002," ",10,0.5
3,0.00386303620059838,8.33199999999999,"BEST",10,0.5
4,0.0752034047219681,8.05400000000009," ",10,0.5
5,0.101773821080595,7.55499999999995," ",10,0.5
2,0.188481935413343,8.46900000000005," ",11,0.5
3,0.00355994520424252,8.39800000000002,"BEST",11,0.5
4,0.100556832449694,8.01400000000001," ",11,0.5
5,0.113721751613169,8.11400000000003," ",11,0.5
2,0.245260697531822,8.68899999999996," ",12,0.5
3,0.0108130356006849,8.67199999999991,"BEST",12,0.5
4,0.0455789871831198,8.07499999999993," ",12,0.5
5,0.068000788169751,7.93900000000008," ",12,0.5
2,0.263443561850246,8.42100000000005," ",13,0.5
3,0.00208138395492522,8.44100000000003,"BEST",13,0.5
4,0.084689719046939,8.029," ",13,0.5
5,0.116467896789329,7.58899999999994," ",13,0.5
2,0.177423708279954,8.26100000000008," ",14,0.5
3,0.00451295409492635,8.5,"BEST",14,0.5
4,0.0790659714692995,7.96199999999999," ",14,0.5
5,0.119808383879984,7.54300000000001," ",14,0.5
2,0.2984314009579,8.27199999999993," ",15,0.5
3,0.00509982584844273,8.26200000000006,"BEST",15,0.5
4,0.0800392057523762,7.90300000000002," ",15,0.5
5,0.129634177122289,7.63900000000001," ",15,0.5
2,0.0834424698170209,9.07899999999995," ",16,0.5
3,0.000559846118695893,8.3549999999999,"BEST",16,0.5
4,0.0775521799905105,7.9609999999999," ",16,0.5
5,0.112812249385651,7.63299999999992," ",16,0.5
2,0.260314689362781,8.34899999999993," ",17,0.5
3,0.00221870806220003,8.31100000000004,"BEST",17,0.5
4,0.0794750411143255,8.03099999999995," ",17,0.5
5,0.126458886764689,7.7120000000001," ",17,0.5
2,0.240622759235762,8.32299999999998," ",18,0.5
3,0.000537271859053544,8.33900000000006,"BEST",18,0.5
4,0.0786120154931891,7.99000000000001," ",18,0.5
5,0.127688969118896,7.673," ",18,0.5
2,0.254573560321285,8.23300000000006," ",19,0.5
3,0.00335113674806178,8.31899999999996,"BEST",19,0.5
4,0.077087894160403,7.86200000000008," ",19,0.5
5,0.128485341525915,8.28999999999996," ",19,0.5
2,0.280079932681162,8.69500000000005," ",20,0.5
3,0.00365034348387818,8.33699999999999,"BEST",20,0.5
4,0.0759291363758454,7.98500000000001," ",20,0.5
5,0.130184092425024,7.58100000000002," ",20,0.5
2,0.257743573718401,9.01300000000003," ",21,0.5
3,0.0104796224257145,8.98699999999997,"BEST",21,0.5
4,0.071647017670713,8.21300000000008," ",21,0.5
5,0.0777550816015591,8.11500000000001," ",21,0.5
2,0.229958781932852,8.49800000000005," ",22,0.5
3,0.00857038017437541,8.53800000000001,"BEST",22,0.5
4,0.0819126378257207,8.12199999999996," ",22,0.5
5,0.107495159391353,7.59800000000007," ",22,0.5
2,0.180103510034281,8.18600000000004," ",23,0.5
3,0.0193175283721173,8.423,"BEST",23,0.5
4,0.0900053266485868,8.06600000000003," ",23,0.5
5,0.103410723904773,7.67600000000004," ",23,0.5
2,0.0980907422209993,8.17099999999994," ",24,0.5
3,0.00399227731327918,8.33300000000008,"BEST",24,0.5
4,0.0763212183382547,7.97900000000004," ",24,0.5
5,0.139482578270913,7.46199999999999," ",24,0.5
2,0.207431363336887,8.16899999999998," ",25,0.5
3,3.37234558557652e-05,8.67700000000002,"BEST",25,0.5
4,0.0726532759503541,7.96600000000001," ",25,0.5
5,0.129133852302576,7.59199999999998," ",25,0.5
