"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.120684868145778,36.244999999999," ",1,0.5
3,0.000321473273003991,36.5370000000003,"BEST",1,0.5
4,0.078489811686734,33.6869999999999," ",1,0.5
5,0.121409676013311,31.0509999999995," ",1,0.5
2,0.236739313411335,35.6049999999996," ",2,0.5
3,0.000151238918639725,36.3810000000012,"BEST",2,0.5
4,0.0775265882649258,33.9310000000005," ",2,0.5
5,0.127245292005105,31.4300000000003," ",2,0.5
2,0.0971857171963723,35.9599999999991," ",3,0.5
3,0.00231188107107623,36.4840000000004,"BEST",3,0.5
4,0.0866615690976134,33.8320000000003," ",3,0.5
5,0.113231072032091,31.1959999999999," ",3,0.5
2,0.264649644888676,35.5049999999992," ",4,0.5
3,0.002228445831085,36.3359999999993,"BEST",4,0.5
4,0.0842225467435303,33.8009999999995," ",4,0.5
5,0.114630931479091,31.1640000000007," ",4,0.5
2,0.286048218395851,35.625," ",5,0.5
3,7.42361975207842e-05,36.4759999999987,"BEST",5,0.5
4,0.0756696992504726,33.8870000000006," ",5,0.5
5,0.115894867623806,31.518," ",5,0.5
2,0.0374221168541108,35.5910000000003," ",6,0.5
3,0.00118877555942343,36.378999999999,"BEST",6,0.5
4,0.0723334890955212,33.6970000000001," ",6,0.5
5,0.125893158216833,31.4629999999997," ",6,0.5
2,0.105377589008788,35.9899999999998," ",7,0.5
3,0.0108248101667908,36.0480000000007,"BEST",7,0.5
4,0.0785203649687165,33.9439999999995," ",7,0.5
5,0.126607736548319,31.009," ",7,0.5
2,0.0715112173841365,36.0849999999991," ",8,0.5
3,0.00803223466871707,36.3410000000003,"BEST",8,0.5
4,0.0746845534253141,33.619999999999," ",8,0.5
5,0.121815165857165,31.2290000000012," ",8,0.5
2,0.00970809378177341,36.0119999999988," ",9,0.5
3,0.00353903351313688,36.3760000000002,"BEST",9,0.5
4,0.0824494737227695,33.5200000000004," ",9,0.5
5,0.110552738435589,31.3359999999993," ",9,0.5
2,0.131605116834753,36.0149999999994," ",10,0.5
3,0.000548010848692392,36.3729999999996,"BEST",10,0.5
4,0.0814584146974469,33.866," ",10,0.5
5,0.106452765096656,31.219000000001," ",10,0.5
2,0.250148159678851,35.7419999999984," ",11,0.5
3,0.00307186978136733,36.2200000000012,"BEST",11,0.5
4,0.0941577344639905,33.9009999999998," ",11,0.5
5,0.111678684147513,32.2610000000004," ",11,0.5
2,0.16475057494259,35.7910000000011," ",12,0.5
3,0.00164181073007955,36.3689999999988,"BEST",12,0.5
4,0.0718738539565912,33.8690000000006," ",12,0.5
5,0.126858474910434,31.2870000000003," ",12,0.5
2,0.171200488694852,35.905999999999," ",13,0.5
3,0.00165320859763033,36.4430000000011,"BEST",13,0.5
4,0.0938207337934529,33.4570000000003," ",13,0.5
5,0.10281804718427,31.2180000000008," ",13,0.5
2,0.035968815365768,35.655999999999," ",14,0.5
3,0.0028774968124088,36.1440000000002,"BEST",14,0.5
4,0.0862062072146242,33.8310000000001," ",14,0.5
5,0.133169789389061,30.985999999999," ",14,0.5
2,0.212287921585026,35.8019999999997," ",15,0.5
3,0.00170634990491065,36.094000000001,"BEST",15,0.5
4,0.0879404658866451,33.8249999999989," ",15,0.5
5,0.127597102675871,31.2180000000008," ",15,0.5
2,0.215906869057299,35.4869999999992," ",16,0.5
3,0.00179061721958691,36.5720000000001,"BEST",16,0.5
4,0.082616675603246,33.7690000000002," ",16,0.5
5,0.130976091965063,31.5229999999992," ",16,0.5
2,0.268181163702324,35.5759999999991," ",17,0.5
3,0,36.4440000000013,"BEST",17,0.5
4,0.07033619712673,33.5499999999993," ",17,0.5
5,0.118694444877037,31.3160000000007," ",17,0.5
2,0.280540840772815,35.7160000000003," ",18,0.5
3,0.00883223658027229,36.3739999999998,"BEST",18,0.5
4,0.0813754283354138,33.6409999999996," ",18,0.5
5,0.127375553303177,31.025999999998," ",18,0.5
2,0.198594017016752,36.0580000000009," ",19,0.5
3,0.00119330981692954,36.1640000000007,"BEST",19,0.5
4,0.0774726792240448,33.8139999999985," ",19,0.5
5,0.142065763538965,30.9660000000003," ",19,0.5
2,0.121263138048213,35.9290000000001," ",20,0.5
3,0.0010351497172705,36.0629999999983,"BEST",20,0.5
4,0.0681521929029113,33.8520000000026," ",20,0.5
5,0.132008028788683,31.0459999999985," ",20,0.5
2,0.131759446502633,35.9209999999985," ",21,0.5
3,0.000847672771537441,36.0670000000027,"BEST",21,0.5
4,0.0637274849812353,33.6569999999992," ",21,0.5
5,0.133124197231553,31.3220000000001," ",21,0.5
2,0.250031037027702,35.6980000000003," ",22,0.5
3,0.00094129939904888,36.0219999999972,"BEST",22,0.5
4,0.0864829158557024,33.8760000000002," ",22,0.5
5,0.124616559920868,31.5270000000019," ",22,0.5
2,0.228382061810368,35.862000000001," ",23,0.5
3,0.00159535636051502,36.1059999999998,"BEST",23,0.5
4,0.0792213432148517,33.6539999999986," ",23,0.5
5,0.116508058520067,31.1359999999986," ",23,0.5
2,0.191275056962833,35.6369999999988," ",24,0.5
3,0.00541974497061981,36.4050000000025,"BEST",24,0.5
4,0.0757750777158657,33.7919999999976," ",24,0.5
5,0.130846384532058,31.2980000000025," ",24,0.5
2,0.235270177948934,35.9530000000013," ",25,0.5
3,0.00484500365414785,36.4229999999989,"BEST",25,0.5
4,0.0944506136803821,33.9840000000004," ",25,0.5
5,0.130089063850919,31.0980000000018," ",25,0.5
