"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.013714839056219,14.3899999999999,"BEST",1,0.5
3,0.160138889396967,15.1869999999999," ",1,0.5
4,0.0525359073057625,13.192," ",1,0.5
5,0.0855136435544953,11.877," ",1,0.5
2,0.0381295732267602,13.7080000000001," ",2,0.5
3,0.0905372719588791,15.0799999999999," ",2,0.5
4,0.0348845569568653,12.529,"BEST",2,0.5
5,0.100198828879219,12.2820000000002," ",2,0.5
2,0.0608876585388458,11.1399999999994," ",3,0.5
3,0.202229013462503,13.3119999999999," ",3,0.5
4,0.0234277221614021,12.6229999999996,"BEST",3,0.5
5,0.110689751030693,11.1140000000005," ",3,0.5
2,0.0649661109211567,13.0160000000005," ",4,0.5
3,0.128488079603534,15.8219999999992," ",4,0.5
4,0.0570154724542335,15.933,"BEST",4,0.5
5,0.073934417196859,13.9949999999999," ",4,0.5
2,0.00363639235999511,12.2429999999995,"BEST",5,0.5
3,0.0713439811013075,12.3540000000003," ",5,0.5
4,0.125167631923675,11.4229999999998," ",5,0.5
5,0.103080966189805,12.2060000000001," ",5,0.5
2,0.0486475985164219,16.4279999999999,"BEST",6,0.5
3,0.141407887988326,12.6019999999999," ",6,0.5
4,0.0591537831004031,12.8129999999992," ",6,0.5
5,0.0692975490329691,14.9290000000001," ",6,0.5
2,0.0527749465428458,15.4639999999999," ",7,0.5
3,0.137111093909201,13.3409999999994," ",7,0.5
4,0.0425955220328906,12.9349999999995,"BEST",7,0.5
5,0.130368138018182,12.7200000000003," ",7,0.5
2,0.0757118302374796,13.5259999999998," ",8,0.5
3,0.158839647881615,14.1270000000004," ",8,0.5
4,0.0451966226537734,14.4989999999998,"BEST",8,0.5
5,0.10866456451592,13.8059999999996," ",8,0.5
2,0.0279801386298475,18.848,"BEST",9,0.5
3,0.170402804373694,16.1239999999998," ",9,0.5
4,0.0324132591374905,16.2089999999998," ",9,0.5
5,0.0763199860160012,12.5410000000002," ",9,0.5
2,0.291129152978674,13.491," ",10,0.5
3,0.135786750542429,12.2049999999999," ",10,0.5
4,0.0220440064096129,12.5789999999997,"BEST",10,0.5
5,0.119610230302649,12.0589999999993," ",10,0.5
2,0.134011719366846,13.3249999999998," ",11,0.5
3,0.162940936098157,13.1350000000002," ",11,0.5
4,0.057100765214058,12.9549999999999,"BEST",11,0.5
5,0.120165323658546,11.7250000000004," ",11,0.5
2,0.127533035536857,12.7979999999998," ",12,0.5
3,0.0577192755889057,16.3270000000002," ",12,0.5
4,0.0412935988603724,12.7220000000007,"BEST",12,0.5
5,0.0979727838811586,12.0569999999998," ",12,0.5
2,0.141283597993602,14.2629999999999," ",13,0.5
3,0.144462956655122,13.335," ",13,0.5
4,0.0400951951876183,14.7089999999998,"BEST",13,0.5
5,0.0908775603042747,13.5390000000007," ",13,0.5
2,0.0323287820289578,13.3240000000005,"BEST",14,0.5
3,0.121384727229123,12.3559999999998," ",14,0.5
4,0.0594574761061843,12.7479999999996," ",14,0.5
5,0.106246813881206,11.3370000000004," ",14,0.5
2,0.0817673677062945,12.3339999999998," ",15,0.5
3,0.123554277813857,12.7889999999998," ",15,0.5
4,0.0454683762349292,13.8639999999996,"BEST",15,0.5
5,0.128400343825501,13.4549999999999," ",15,0.5
2,0.353129182864734,12.884," ",16,0.5
3,0.175936566282445,13.5970000000007," ",16,0.5
4,0.0266250446193658,15.5200000000004,"BEST",16,0.5
5,0.115730612988309,12.7020000000002," ",16,0.5
2,0.0176633565799276,12.8900000000003,"BEST",17,0.5
3,0.229333427917658,12.3499999999995," ",17,0.5
4,0.03666993478179,12.6280000000006," ",17,0.5
5,0.117251447863577,11.299," ",17,0.5
2,0.102185362679556,14.5779999999995," ",18,0.5
3,0.192868118549133,12.8630000000003," ",18,0.5
4,0.0554650530757045,11.9560000000001,"BEST",18,0.5
5,0.0930289234889801,11.777," ",18,0.5
2,0.0238096397271313,12.357,"BEST",19,0.5
3,0.129344079369974,13.4220000000005," ",19,0.5
4,0.0764622554518685,11.915," ",19,0.5
5,0.127671326948608,11.3059999999996," ",19,0.5
2,0.130172498240189,12.1589999999997," ",20,0.5
3,0.102909530813405,12.1530000000002," ",20,0.5
4,0.0429708888268914,12.0609999999997,"BEST",20,0.5
5,0.0807864131685744,11.0240000000003," ",20,0.5
2,0.0231982627632865,12.29,"BEST",21,0.5
3,0.177115580306622,12.107," ",21,0.5
4,0.0833627611985937,11.5860000000002," ",21,0.5
5,0.105527514030665,11.7629999999999," ",21,0.5
2,0.0425202616501999,12.3559999999998," ",22,0.5
3,0.135414482677988,12.0899999999992," ",22,0.5
4,0.0293058276867685,11.8280000000004,"BEST",22,0.5
5,0.125952450063864,12.0380000000005," ",22,0.5
2,0.0691062560546328,12.607,"BEST",23,0.5
3,0.157609530068859,13.6660000000002," ",23,0.5
4,0.0716242660040332,12.8270000000002," ",23,0.5
5,0.122033799228043,13.5830000000005," ",23,0.5
2,0.0353795901957888,16.8769999999995," ",24,0.5
3,0.167604393106173,18.9629999999997," ",24,0.5
4,0.0233562858287159,17.384,"BEST",24,0.5
5,0.113331136900758,13.7049999999999," ",24,0.5
2,0.0462445192273334,16.7060000000001,"BEST",25,0.5
3,0.144402282201277,12.2930000000006," ",25,0.5
4,0.0968322009272173,12.5509999999995," ",25,0.5
5,0.127861620039413,10.7650000000003," ",25,0.5
