"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.264198636651,13.3860000000004," ",1,0.5
3,0.0104140487284346,12.9069999999992,"BEST",1,0.5
4,0.0804693120166739,12.5640000000003," ",1,0.5
5,0.130735538247239,11.860999999999," ",1,0.5
2,0.243676537488982,12.2929999999997," ",2,0.5
3,0.000270512400375126,12.6689999999999,"BEST",2,0.5
4,0.0710645053614056,13.1000000000004," ",2,0.5
5,0.140816150040728,11.8339999999989," ",2,0.5
2,0.0178619751921489,13.4439999999995," ",3,0.5
3,0.00194981790791969,12.8119999999999,"BEST",3,0.5
4,0.0741116718330813,13.7810000000009," ",3,0.5
5,0.141935475096226,12.2259999999987," ",3,0.5
2,0.266207602749393,13.6900000000005," ",4,0.5
3,0.00443922432841892,13.6230000000014,"BEST",4,0.5
4,0.0685992725237237,13.7310000000016," ",4,0.5
5,0.138221206786701,12.6350000000002," ",4,0.5
2,0.176281369199385,13.369999999999," ",5,0.5
3,0.00283559170208253,13.1779999999999,"BEST",5,0.5
4,0.0721411993245512,13.6130000000012," ",5,0.5
5,0.134459410640897,11.3540000000012," ",5,0.5
2,0.103123866069705,12.5010000000002," ",6,0.5
3,0,12.9789999999994,"BEST",6,0.5
4,0.0838971831314098,12.5660000000007," ",6,0.5
5,0.121658100185034,12.9079999999994," ",6,0.5
2,0.256592712125124,12.6039999999994," ",7,0.5
3,0.0126712962382907,13.0589999999993,"BEST",7,0.5
4,0.0865529451612668,13.0740000000005," ",7,0.5
5,0.0986726482134694,11.6550000000007," ",7,0.5
2,0.178242778945305,12.8469999999998," ",8,0.5
3,0.00489902006204229,12.6630000000005,"BEST",8,0.5
4,0.0864321947771461,12.4740000000002," ",8,0.5
5,0.129570144750708,11.5969999999998," ",8,0.5
2,0.186273429290451,14.4680000000008," ",9,0.5
3,0.00443685712816687,12.9880000000012,"BEST",9,0.5
4,0.0769130304618468,13.0739999999987," ",9,0.5
5,0.113338939464932,11.7020000000011," ",9,0.5
2,0.178567442739377,13.6460000000006," ",10,0.5
3,0.00386303620059838,12.9050000000007,"BEST",10,0.5
4,0.0752034047219681,12.3460000000014," ",10,0.5
5,0.101773821080595,11.5469999999987," ",10,0.5
2,0.188481935413343,13.6100000000006," ",11,0.5
3,0.00355994520424252,13.5030000000006,"BEST",11,0.5
4,0.100556832449694,12.7530000000006," ",11,0.5
5,0.113721751613169,12.0689999999995," ",11,0.5
2,0.245260697531822,13.7989999999991," ",12,0.5
3,0.0108130356006849,13.7119999999995,"BEST",12,0.5
4,0.0455789871831198,12.3520000000008," ",12,0.5
5,0.068000788169751,11.6359999999986," ",12,0.5
2,0.263443561850246,12.4150000000009," ",13,0.5
3,0.00208138395492522,13.7569999999996,"BEST",13,0.5
4,0.084689719046939,12.8539999999994," ",13,0.5
5,0.116467896789329,13.0759999999991," ",13,0.5
2,0.177423708279954,13.6459999999988," ",14,0.5
3,0.00451295409492635,14.3810000000012,"BEST",14,0.5
4,0.0790659714692995,12.8060000000005," ",14,0.5
5,0.119808383879984,13.5480000000007," ",14,0.5
2,0.2984314009579,13.7870000000003," ",15,0.5
3,0.00509982584844273,13.6949999999997,"BEST",15,0.5
4,0.0800392057523762,15.0990000000002," ",15,0.5
5,0.129634177122289,13.5329999999994," ",15,0.5
2,0.0834424698170209,14.3680000000004," ",16,0.5
3,0.000559846118695893,13.5280000000002,"BEST",16,0.5
4,0.0775521799905105,12.8500000000004," ",16,0.5
5,0.112812249385651,12.4809999999998," ",16,0.5
2,0.260314689362781,13.2189999999991," ",17,0.5
3,0.00221870806220003,13.1929999999993,"BEST",17,0.5
4,0.0794750411143255,12.7350000000006," ",17,0.5
5,0.126458886764689,12.8459999999995," ",17,0.5
2,0.240622759235762,13.601999999999," ",18,0.5
3,0.000537271859053544,13.5200000000004,"BEST",18,0.5
4,0.0786120154931891,12.2699999999986," ",18,0.5
5,0.127688969118896,12.7029999999995," ",18,0.5
2,0.254573560321285,13.5120000000006," ",19,0.5
3,0.00335113674806178,13.8989999999994,"BEST",19,0.5
4,0.077087894160403,11.9030000000002," ",19,0.5
5,0.128485341525915,12.3899999999994," ",19,0.5
2,0.280079932681162,15.6000000000004," ",20,0.5
3,0.00365034348387818,16.7669999999998,"BEST",20,0.5
4,0.0759291363758454,21.3500000000004," ",20,0.5
5,0.130184092425024,13.1349999999984," ",20,0.5
2,0.257743573718401,11.9650000000001," ",21,0.5
3,0.0104796224257145,8.49299999999857,"BEST",21,0.5
4,0.071647017670713,7.98999999999978," ",21,0.5
5,0.0777550816015591,7.55199999999968," ",21,0.5
2,0.229958781932852,8.3070000000007," ",22,0.5
3,0.00857038017437541,8.34100000000035,"BEST",22,0.5
4,0.0819126378257207,8.08200000000033," ",22,0.5
5,0.107495159391353,8.30199999999968," ",22,0.5
2,0.180103510034281,8.89500000000044," ",23,0.5
3,0.0193175283721173,9.77199999999903,"BEST",23,0.5
4,0.0900053266485868,8.97600000000057," ",23,0.5
5,0.103410723904773,7.90699999999924," ",23,0.5
2,0.0980907422209993,8.28600000000006," ",24,0.5
3,0.00399227731327918,8.42200000000048,"BEST",24,0.5
4,0.0763212183382547,8.03500000000167," ",24,0.5
5,0.139482578270913,7.73100000000159," ",24,0.5
2,0.207431363336887,8.17000000000007," ",25,0.5
3,3.37234558557652e-05,8.28600000000006,"BEST",25,0.5
4,0.0726532759503541,7.87299999999959," ",25,0.5
5,0.129133852302576,7.50700000000143," ",25,0.5
