"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.335399298365835,130.725000000006," ",1,0.8
3,0.0824193674614398,127.078000000009," ",1,0.8
4,0.00657085899068175,126.487999999983,"BEST",1,0.8
5,0.0772350726540742,111.434999999998," ",1,0.8
2,0.292312802643908,161.877000000008," ",2,0.8
3,0.0951723452563848,143.519," ",2,0.8
4,0.00629983301341547,111.415000000008,"BEST",2,0.8
5,0.0781272887105135,65.5409999999974," ",2,0.8
2,0.335560236937549,165.788," ",3,0.8
3,0.094930740798355,196.863000000012," ",3,0.8
4,0.00675988073430999,175.063999999984,"BEST",3,0.8
5,0.075975808235973,111.760000000009," ",3,0.8
2,0.373332075340008,147.142999999982," ",4,0.8
3,0.106865126736304,127.503999999986," ",4,0.8
4,0.00685082491457799,134.035000000003,"BEST",4,0.8
5,0.0762467254428772,120.457999999984," ",4,0.8
2,0.373567368090854,150.55799999999," ",5,0.8
3,0.0917975145062423,137.513000000006," ",5,0.8
4,0.00636756444431813,88.3059999999823,"BEST",5,0.8
5,0.0782465295167724,34.5679999999993," ",5,0.8
2,0.379846434923391,38.8509999999951," ",6,0.8
3,0.0907649236854651,40.9030000000203," ",6,0.8
4,0.00708039730504946,39.7330000000075,"BEST",6,0.8
5,0.0788065411502489,40.0340000000142," ",6,0.8
2,0.37878957279046,44.2580000000016," ",7,0.8
3,0.0918343338123931,42.7830000000249," ",7,0.8
4,0.00678390111048166,37.247000000003,"BEST",7,0.8
5,0.0808420410452754,34.5210000000079," ",7,0.8
2,0.379861062577317,39.1169999999984," ",8,0.8
3,0.0953007367337797,41.0650000000023," ",8,0.8
4,0.00742956098174726,38.3789999999863,"BEST",8,0.8
5,0.0810349196651411,33.9890000000014," ",8,0.8
2,0.351981680065989,38.3709999999846," ",9,0.8
3,0.0830580728201519,39.5650000000023," ",9,0.8
4,0.00768938950532541,36.5359999999928,"BEST",9,0.8
5,0.0793864382380057,33.2030000000086," ",9,0.8
2,0.314167415927621,39.1020000000135," ",10,0.8
3,0.0972879656334282,39.064000000013," ",10,0.8
4,0.00729118240122522,36.1780000000144,"BEST",10,0.8
5,0.0800104909221416,33.6749999999884," ",10,0.8
2,0.291740557527958,41.8640000000014," ",11,0.8
3,0.0967627486393158,38.9349999999977," ",11,0.8
4,0.0067752773168319,36.5190000000002,"BEST",11,0.8
5,0.0796416299612851,33.987999999983," ",11,0.8
2,0.334565494150113,39.7459999999846," ",12,0.8
3,0.0948992069626058,40.38400000002," ",12,0.8
4,0.00676725599725954,37.0479999999807,"BEST",12,0.8
5,0.0791175207741411,33.4370000000054," ",12,0.8
2,0.293177046153751,38.3000000000175," ",13,0.8
3,0.0947545488186773,38.8329999999842," ",13,0.8
4,0.00731510862525265,35.6840000000084,"BEST",13,0.8
5,0.0818722227179284,32.5170000000508," ",13,0.8
2,0.249627379099205,38.4029999999912," ",14,0.8
3,0.109064381777135,38.9349999999977," ",14,0.8
4,0.0081751294713709,35.2829999999958,"BEST",14,0.8
5,0.080290009551965,35.6109999999753," ",14,0.8
2,0.249131883799913,45.0970000000088," ",15,0.8
3,0.124615087485794,38.8530000000028," ",15,0.8
4,0.00787270756810351,35.4309999999823,"BEST",15,0.8
5,0.0796367097955835,33.5270000000019," ",15,0.8
2,0.293357055682362,38.7099999999627," ",16,0.8
3,0.140394605248566,40.2629999999772," ",16,0.8
4,0.00798311273841996,38.2490000000107,"BEST",16,0.8
5,0.0780395344235557,34.2270000000135," ",16,0.8
2,0.292517984724599,39.125," ",17,0.8
3,0.142690059075152,39.3969999999972," ",17,0.8
4,0.00758832210674492,36.4809999999707,"BEST",17,0.8
5,0.0751385548952376,32.4060000000172," ",17,0.8
2,0.336456882392401,40.0950000000303," ",18,0.8
3,0.159652331159236,39.3649999999907," ",18,0.8
4,0.0071988485762924,36.3640000000014,"BEST",18,0.8
5,0.0749024698320111,33.2310000000289," ",18,0.8
2,0.336344375443467,38.5499999999884," ",19,0.8
3,0.145226920601852,39.7239999999874," ",19,0.8
4,0.00750502551436781,35.9780000000028,"BEST",19,0.8
5,0.0752492085777182,37.8869999999879," ",19,0.8
2,0.374506925927958,39.2530000000261," ",20,0.8
3,0.144356381962885,40.7090000000317," ",20,0.8
4,0.00712466941365149,35.850999999966,"BEST",20,0.8
5,0.0791056361713004,34.7440000000061," ",20,0.8
2,0.397604717889607,41.0439999999944," ",21,0.8
3,0.144209180755707,39.75," ",21,0.8
4,0.00756622562537491,38.9290000000037,"BEST",21,0.8
5,0.075440045757474,33.9660000000149," ",21,0.8
2,0.397772232594551,43.719000000041," ",22,0.8
3,0.143898054315498,39.125," ",22,0.8
4,0.00787253448632824,38.3009999999776,"BEST",22,0.8
5,0.0731656663582722,35.8630000000121," ",22,0.8
2,0.399482619989067,40.2050000000163," ",23,0.8
3,0.14371308660537,39.6920000000391," ",23,0.8
4,0.00772671316679142,39.4130000000005,"BEST",23,0.8
5,0.0719662091296172,36.0439999999944," ",23,0.8
2,0.40113315059524,40.1600000000326," ",24,0.8
3,0.155480784093405,43.8619999999646," ",24,0.8
4,0.00877470316213903,39.9110000000219,"BEST",24,0.8
5,0.0672409840353925,36.1840000000084," ",24,0.8
2,0.401282764836518,41.1639999999898," ",25,0.8
3,0.138177665695972,38.9090000000433," ",25,0.8
4,0.00871407591767861,35.2970000000205,"BEST",25,0.8
5,0.0626729474743544,33.310999999987," ",25,0.8
