"k","Score","Time (seconds)","Best Cluster (k)","run","var"
2,0.0308725368745265,102.633000000002," ",1,0.8
3,0.00675159901616869,88.3179999999993,"BEST",1,0.8
4,0.11312282605272,81.5760000000009," ",1,0.8
5,0.120180505014636,72.0470000000205," ",1,0.8
2,0.030736427009579,86.0550000000221," ",2,0.8
3,0.00684792540244952,97.7660000000033,"BEST",2,0.8
4,0.108200718819324,74.3310000000056," ",2,0.8
5,0.120277579293298,75.7039999999979," ",2,0.8
2,0.030825636046897,92.9139999999898," ",3,0.8
3,0.00660308495021533,100.494000000006,"BEST",3,0.8
4,0.107211456124689,73.5270000000019," ",3,0.8
5,0.121138348045082,84.8359999999811," ",3,0.8
2,0.0291785337172079,99.493999999977," ",4,0.8
3,0.0063039548464212,85.0899999999965,"BEST",4,0.8
4,0.104327303701107,69.5910000000149," ",4,0.8
5,0.119913214087535,36.8089999999793," ",4,0.8
2,0.0291396185507725,38.3419999999751," ",5,0.8
3,0.00647318127329964,38.4629999999888,"BEST",5,0.8
4,0.10057167023009,35.1889999999839," ",5,0.8
5,0.117512834003272,34.9349999999977," ",5,0.8
2,0.0294031915910449,43.1059999999998," ",6,0.8
3,0.00725343365851399,43.6910000000207,"BEST",6,0.8
4,0.10160612437255,38.0810000000056," ",6,0.8
5,0.120674025068533,40.9220000000205," ",6,0.8
2,0.0323577072302541,41.7569999999832," ",7,0.8
3,0.00738244241450579,42.6109999999753,"BEST",7,0.8
4,0.10515306198561,44.4070000000065," ",7,0.8
5,0.120486766343619,33.4389999999839," ",7,0.8
2,0.0331618458937872,39.4900000000198," ",8,0.8
3,0.00762000305686744,40.4360000000161,"BEST",8,0.8
4,0.104836722170738,39.5069999999832," ",8,0.8
5,0.122696067521593,57.6570000000065," ",8,0.8
2,0.0342147906992261,48.8260000000009," ",9,0.8
3,0.0076220012679141,44.3839999999909,"BEST",9,0.8
4,0.108680358067558,39.7890000000189," ",9,0.8
5,0.126184421647431,37.5760000000009," ",9,0.8
2,0.0373242375708658,40.3400000000256," ",10,0.8
3,0.00833989013452168,41.7729999999865,"BEST",10,0.8
4,0.107094939656861,35.6059999999998," ",10,0.8
5,0.121896364617226,33.4619999999995," ",10,0.8
2,0.0370667655697677,51.3479999999981," ",11,0.8
3,0.00882938040486909,43.5100000000093,"BEST",11,0.8
4,0.105543770538533,39.372000000003," ",11,0.8
5,0.124232972901705,43.9349999999977," ",11,0.8
2,0.0370556485742265,45.3450000000012," ",12,0.8
3,0.00823232900920034,40.2250000000058,"BEST",12,0.8
4,0.102966486845463,37.7900000000081," ",12,0.8
5,0.122850817168816,33.2330000000075," ",12,0.8
2,0.0286542473880784,43.2739999999758," ",13,0.8
3,0.00827015517458032,45.6790000000037,"BEST",13,0.8
4,0.106373765637568,41.9429999999993," ",13,0.8
5,0.127098535514326,35.6710000000021," ",13,0.8
2,0.0290291303188839,42.1179999999877," ",14,0.8
3,0.00800059229201536,39.2520000000077,"BEST",14,0.8
4,0.107673433165768,35.752999999997," ",14,0.8
5,0.130086393883216,35.3479999999981," ",14,0.8
2,0.0264455129406224,42.2760000000126," ",15,0.8
3,0.00730885547047278,43.015000000014,"BEST",15,0.8
4,0.10532093022006,38.0750000000116," ",15,0.8
5,0.128281147031155,37.5590000000084," ",15,0.8
2,0.0288312861512479,42.0860000000102," ",16,0.8
3,0.00695651904469667,43.0789999999979,"BEST",16,0.8
4,0.10779437859412,39.3410000000149," ",16,0.8
5,0.130960939967972,35.0290000000095," ",16,0.8
2,0.0271056802129907,43.1530000000203," ",17,0.8
3,0.00698947419603514,42.5810000000056,"BEST",17,0.8
4,0.10791277508328,38.8269999999902," ",17,0.8
5,0.129121207406603,35.2799999999988," ",17,0.8
2,0.0281264370685407,42.7909999999974," ",18,0.8
3,0.00701660044557968,40.0639999999839,"BEST",18,0.8
4,0.110577232534411,37.1900000000023," ",18,0.8
5,0.129143947088058,33.9049999999988," ",18,0.8
2,0.0287262304495126,38.6730000000098," ",19,0.8
3,0.00705122132536341,43.2970000000205,"BEST",19,0.8
4,0.109644483877176,38.8319999999949," ",19,0.8
5,0.13249120630872,35.6969999999856," ",19,0.8
2,0.030616568556793,41.3400000000256," ",20,0.8
3,0.00699738127533119,41.4729999999981,"BEST",20,0.8
4,0.107101036534132,38.9990000000107," ",20,0.8
5,0.133028970353645,36.460000000021," ",20,0.8
2,0.0306711053962668,38.1700000000128," ",21,0.8
3,0.00691570212100067,40.7280000000028,"BEST",21,0.8
4,0.107664176531953,36.9220000000205," ",21,0.8
5,0.133650534038131,43.9869999999937," ",21,0.8
2,0.030880768608367,44.1190000000061," ",22,0.8
3,0.00692552149580963,45.3220000000147,"BEST",22,0.8
4,0.105330559496995,41.2989999999991," ",22,0.8
5,0.132106518588398,34.3979999999865," ",22,0.8
2,0.0303452026357338,39.2270000000135," ",23,0.8
3,0.00714837434814576,41.94200000001,"BEST",23,0.8
4,0.106631861399055,41.2130000000179," ",23,0.8
5,0.132318938957346,36.0439999999944," ",23,0.8
2,0.0305324104992015,41.0439999999944," ",24,0.8
3,0.00716482540023916,39.3089999999793,"BEST",24,0.8
4,0.108727214143353,36.8859999999986," ",24,0.8
5,0.130911175581659,49.4890000000014," ",24,0.8
2,0.0311521012438243,90.9300000000221," ",25,0.8
3,0.0072744655898728,110.380999999994,"BEST",25,0.8
4,0.10694637499283,81.8450000000012," ",25,0.8
5,0.129974029310882,75.6330000000016," ",25,0.8
