"index","singlePointScore","singlePointContribution"
1,0.0671758424560949,0.698117501814171
2,0.0684779479720622,0.701531153415161
3,0.0525014267028267,0.658184448093989
4,0.163742001626189,0.885287974069195
5,0.0580268573650693,0.673524817004096
6,0.0242191264033453,0.574993167738042
7,0.152350802236262,0.870041618570678
8,0.273947042811186,0.968288138581272
9,0.304912562896973,0.978231584111778
10,0.432227972522012,0.995477570596706
11,0.202613732204092,0.926122928074544
12,0.0572952239544667,0.671513896269543
13,0.204290966572226,0.927542351119823
14,0.126502107648306,0.829025570134064
15,0.221288476786409,0.94056871253007
16,0.0579034637033895,0.673186109645382
17,0.0758226029007659,0.720362512898765
18,0.063929720366246,0.689511861736929
19,0.163452115812917,0.884920067281836
20,0.207698203673121,0.930348712182553
21,0.0566699114686706,0.669790200556948
22,0.238957496881455,0.951762185986436
23,0.0293055366170224,0.59042702135917
24,0.0494990323111015,0.649705346081968
25,0.0579034637033895,0.673186109645381
26,0.183090276199567,0.907623175947771
27,0.227686115277588,0.944877950101362
28,0.346048273058295,0.986857273852494
29,0.0768754029698987,0.723001532347352
30,0.128923504318827,0.833266367924114
31,0.0485331222318178,0.646956959328677
32,0.0978339368412547,0.77223250489974
33,0.068775193159009,0.702307307179237
34,0.239584273947144,0.95212004091056
35,0.068775193159009,0.702307307179237
36,0.211094382073542,0.933045603625663
37,0.0555629794605295,0.666727710762845
38,0.0697168310531339,0.704758373410156
39,0.120738292759981,0.818587225472019
40,0.0581880116560359,0.673966902215853
41,0.124925609441995,0.826218773080582
42,0.111402025216587,0.800638387548873
43,0.0717952130122031,0.710126596452759
44,0.0677394770495841,0.699597869280746
45,0.0685246503946792,0.701653177730374
46,0.0185567827725002,0.5576394374899
47,0.0391363523880227,0.619733870292378
48,0.0485331222318178,0.646956959328677
49,0.119654510653556,0.816569994527431
50,0.0416420465736407,0.627075198943958
51,0.0671758424560949,0.698117501814171
52,0.210320995510305,0.932440114647436
53,0.111402025216587,0.800638387548873
54,0.0513553298082409,0.654959304199589
55,0.0333026781610936,0.6024334762047
56,0.369069916013918,0.990106802027524
57,0.0863638268967573,0.746080118000608
58,0.0546605204813922,0.664220453575782
59,0.0677394770495841,0.699597869280746
60,0.051355329808241,0.654959304199589
61,0.123880985207743,0.82433895946021
62,0.111402025216587,0.800638387548873
63,0.413665111181815,0.994305309837384
64,0.122747281128075,0.822280779896772
65,0.0677394770495841,0.699597869280746
66,0.277748082157882,0.969712824835376
67,0.310742339994647,0.979728142186262
68,0.202613732204092,0.926122928074544
69,0.031297958678646,0.5964262187077
70,0.0940906221434379,0.763911288041877
71,0.37276619300694,0.990548586733032
72,0.208005974475908,0.93059719510343
73,0.0757670358418053,0.720222798140605
74,0.0579620118277452,0.673346842881755
75,0.369069916013918,0.990106802027524
76,0.0566699114686706,0.669790200556948
77,0.0822491780676635,0.736229733213304
78,0.0435287972320001,0.63256491488372
79,0.243272326005384,0.954175149233448
80,0.0579034637033894,0.673186109645381
81,0.0787979460529571,0.727780856182275
82,0.0402128186092552,0.622894697606979
83,0.0781550964855132,0.726188527562644
84,0.23766788378306,0.95101788725787
85,0.28486018312299,0.972213742229551
86,0.0591140806731008,0.676501321730344
